Name;Action;Adventure;Children;Comedy;Crime;Drama;Horror;Romance;SciFi;Thriller
Tokyo Fist (1995);1;0;0;0;0;1;0;0;0;0
Mass Transit (1998);0;0;0;1;0;1;0;0;0;0
Ride (1998);0;0;0;0;0;1;0;0;0;0
Wedding Singer, The (1998);0;0;0;1;0;0;0;1;0;0
Sphere (1998);0;1;0;0;0;0;0;0;1;1
Ayn Rand: A Sense of Life (1997);0;0;0;0;0;0;0;0;0;0
Further Gesture, A (1996);0;0;0;0;0;1;0;0;0;0
Little City (1998);0;0;0;1;0;0;0;1;0;0
Palmetto (1998);0;0;0;0;0;0;0;0;0;1
As Good As It Gets (1997);0;0;0;1;0;1;0;0;0;0
King of New York (1990);1;0;0;0;1;0;0;0;0;0
Paralyzing Fear: The Story of Polio in America, A (1998);0;0;0;0;0;0;0;0;0;0
Men With Guns (1997);1;0;0;0;0;1;0;0;0;0
Sadness of Sex, The (1995);0;0;0;0;0;1;0;0;0;0
Twilight (1998);0;0;0;0;1;1;0;0;0;0
U.S. Marshalls (1998);1;0;0;0;0;0;0;0;0;1
Welcome to Woop-Woop (1997);0;0;0;1;0;0;0;0;0;0
Love and Death on Long Island (1997);0;0;0;1;0;1;0;0;0;0
Callej? de los milagros, El (1995);0;0;0;0;0;1;0;0;0;0
In God's Hands (1998);1;0;0;0;0;1;0;0;0;0
Everest (1998);0;0;0;0;0;0;0;0;0;0
Hush (1998);0;0;0;0;0;0;0;0;0;1
Suicide Kings (1997);0;0;0;0;1;1;0;0;0;0
Man in the Iron Mask, The (1998);1;0;0;0;0;1;0;1;0;0
Newton Boys, The (1998);0;0;0;0;1;1;0;0;0;0
Wild Things (1998);0;0;0;0;1;1;0;0;0;1
Paulie (1998);0;1;1;1;0;0;0;0;0;0
Cool Dry Place, A (1998);0;0;0;0;0;1;0;0;0;0
Hana-bi (1997);0;0;0;1;1;1;0;0;0;0
Primary Colors (1998);0;0;0;0;0;1;0;0;0;0
Niagara, Niagara (1997);0;0;0;0;0;1;0;0;0;0
Wide Awake (1998);0;0;1;1;0;1;0;0;0;0
Price Above Rubies, A (1998);0;0;0;0;0;1;0;0;0;0
Eden (1997);0;0;0;0;0;1;0;0;0;0
Two Girls and a Guy (1997);0;0;0;1;0;1;0;0;0;0
No Looking Back (1998);0;0;0;1;0;1;0;1;0;0
Storefront Hitchcock (1997);0;0;0;0;0;1;0;0;0;0
Proposition, The (1998);0;0;0;0;0;1;0;0;0;0
Object of My Affection, The (1998);0;0;0;1;0;0;0;1;0;0
Meet the Deedles (1998);0;0;1;1;0;0;0;0;0;0
Homegrown (1998);0;0;0;1;0;0;0;0;0;1
Player's Club, The (1998);1;0;0;0;0;1;0;0;0;0
Barney's Great Adventure (1998);0;1;1;0;0;0;0;0;0;0
Big One, The (1997);0;0;0;1;0;0;0;0;0;0
Chinese Box (1997);0;0;0;0;0;1;0;1;0;0
Follow the Bitch (1998);0;0;0;1;0;0;0;0;0;0
Lost in Space (1998);1;0;0;0;0;0;0;0;1;1
Heaven's Burning (1997);1;0;0;0;0;1;0;0;0;0
Mercury Rising (1998);1;0;0;0;0;1;0;0;0;1
Spanish Prisoner, The (1997);0;0;0;0;0;1;0;0;0;1
City of Angels (1998);0;0;0;0;0;0;0;1;0;0
Last Days of Disco, The (1998);0;0;0;0;0;1;0;0;0;0
Odd Couple II, The (1998);0;0;0;1;0;0;0;0;0;0
My Giant (1998);0;0;0;1;0;0;0;0;0;0
He Got Game (1998);0;0;0;0;0;1;0;0;0;0
Gingerbread Man, The (1998);0;0;0;0;0;1;0;0;0;1
Illtown (1996);0;0;0;0;1;1;0;0;0;0
Slappy and the Stinkers (1998);0;0;1;1;0;0;0;0;0;0
Live Flesh (1997);0;0;0;0;0;1;0;0;0;0
Zero Effect (1998);0;0;0;1;0;0;0;0;0;1
Nil By Mouth (1997);0;0;0;0;0;1;0;0;0;0
Ratchet (1996);0;0;0;0;0;1;0;0;0;1
Borrowers, The (1997);0;1;1;1;0;0;0;0;0;0
Prince Valiant (1997);0;1;0;0;0;0;0;0;0;0
I Love You, Don't Touch Me! (1998);0;0;0;0;0;1;0;1;0;0
Leather Jacket Love Story (1997);0;0;0;0;0;1;0;1;0;0
Love Walked In (1998);0;0;0;0;0;1;0;0;0;1
Alan Smithee Film: Burn Hollywood Burn, An (1997);0;0;0;1;0;0;0;0;0;0
Kissing a Fool (1998);0;0;0;1;0;0;0;1;0;0
Krippendorf's Tribe (1998);0;0;0;1;0;0;0;0;0;0
Kurt & Courtney (1998);0;0;0;0;0;0;0;0;0;0
Real Blonde, The (1997);0;0;0;1;0;0;0;0;0;0
Mr. Nice Guy (1997);1;0;0;1;0;0;0;0;0;0
Taste of Cherry (1997);0;0;0;0;0;1;0;0;0;0
Character (Karakter) (1997);0;0;0;0;0;1;0;0;0;0
Junk Mail (1997);0;0;0;1;0;0;0;0;0;1
Species II (1998);0;0;0;0;0;0;1;0;1;0
Major League: Back to the Minors (1998);0;0;0;1;0;0;0;0;0;0
Sour Grapes (1998);0;0;0;1;0;0;0;0;0;0
Wild Man Blues (1998);0;0;0;0;0;0;0;0;0;0
Big Hit, The (1998);1;0;0;1;0;0;0;0;0;0
Tarzan and the Lost City (1998);1;1;0;0;0;0;0;0;0;0
Truce, The (1996);0;0;0;0;0;1;0;0;0;0
Black Dog (1998);1;0;0;0;0;0;0;0;0;1
Dancer, Texas Pop. 81 (1998);0;0;0;1;0;1;0;0;0;0
Friend of the Deceased, A (1997);0;0;0;1;0;1;0;0;0;0
Go Now (1995);0;0;0;0;0;1;0;0;0;0
Mis?ables, Les (1998);0;0;0;0;0;1;0;0;0;0
Still Breathing (1997);0;0;0;1;0;0;0;1;0;0
Clockwatchers (1997);0;0;0;1;0;0;0;0;0;0
Deep Impact (1998);1;0;0;0;0;1;0;0;1;1
Little Men (1998);0;0;0;0;0;1;0;0;0;0
Woo (1998);0;0;0;1;0;0;0;1;0;0
Hanging Garden, The (1997);0;0;0;0;0;1;0;0;0;0
Lawn Dogs (1997);0;0;0;0;0;1;0;0;0;0
Quest for Camelot (1998);0;1;1;0;0;0;0;0;0;0
Godzilla (1998);1;0;0;0;0;0;0;0;1;0
Bulworth (1998);0;0;0;1;0;0;0;0;0;0
Fear and Loathing in Las Vegas (1998);0;0;0;1;0;1;0;0;0;0
Opposite of Sex, The (1998);0;0;0;1;0;1;0;0;0;0
I Got the Hook Up (1998);0;0;0;1;0;0;0;0;0;0
Almost Heroes (1998);0;1;0;1;0;0;0;0;0;0
Hope Floats (1998);0;0;0;1;0;1;0;1;0;0
Insomnia (1997);0;0;0;0;0;0;0;0;0;1
Little Boy Blue (1997);0;0;0;0;0;1;0;0;0;0
Ugly, The (1997);0;0;0;0;0;0;1;0;0;1
Perfect Murder, A (1998);0;0;0;0;0;0;0;0;0;1
Beyond Silence (1996);0;0;0;0;0;1;0;0;0;0
Six Days Seven Nights (1998);0;1;0;1;0;0;0;1;0;0
Can't Hardly Wait (1998);0;0;0;1;0;1;0;1;0;0
Cousin Bette (1998);0;0;0;1;0;0;0;0;0;0
High Art (1998);0;0;0;0;0;1;0;1;0;0
Land Girls, The (1998);0;0;0;0;0;1;0;0;0;0
Passion in the Desert (1998);0;1;0;0;0;1;0;0;0;0
Children of Heaven, The (Bacheha-Ye Aseman) (1997);0;0;0;0;0;1;0;0;0;0
Dear Jesse (1997);0;0;0;0;0;0;0;0;0;0
Dream for an Insomniac (1996);0;0;0;0;0;1;0;1;0;0
Hav Plenty (1997);0;0;0;1;0;0;0;0;0;0
Henry Fool (1997);0;0;0;1;0;1;0;0;0;0
Marie Baie Des Anges (1997);0;0;0;0;0;1;0;0;0;0
Mr. Jealousy (1997);0;0;0;1;0;0;0;1;0;0
Mulan (1998);0;0;1;0;0;0;0;0;0;0
Resurrection Man (1998);0;0;0;0;0;1;0;0;0;1
X-Files: Fight the Future, The (1998);0;0;0;0;0;0;0;0;1;1
I Went Down (1997);1;0;0;1;1;0;0;0;0;0
Doctor Dolittle (1998);0;0;0;1;0;0;0;0;0;0
Out of Sight (1998);1;0;0;0;1;0;0;1;0;0
Picnic at Hanging Rock (1975);0;0;0;0;0;1;0;0;0;0
Smoke Signals (1998);0;0;0;1;0;1;0;0;0;0
Voyage to the Beginning of the World (1997);0;0;0;0;0;1;0;0;0;0
Buffalo 66 (1998);1;0;0;1;0;1;0;0;0;0
Armageddon (1998);1;1;0;0;0;0;0;0;1;1
Lethal Weapon 4 (1998);1;0;0;1;1;1;0;0;0;0
Madeline (1998);0;0;1;1;0;0;0;0;0;0
Small Soldiers (1998);0;0;1;0;0;0;0;0;0;0
Pi (1998);0;0;0;0;0;0;0;0;1;1
Whatever (1998);0;0;0;0;0;1;0;0;0;0
There's Something About Mary (1998);0;0;0;1;0;0;0;0;0;0
Plan 9 from Outer Space (1958);0;0;0;0;0;0;1;0;1;0
Wings (1927);0;0;0;0;0;1;0;1;0;0
Broadway Melody, The (1929);0;0;0;0;0;0;0;0;0;0
All Quiet on the Western Front (1930);0;0;0;0;0;0;0;0;0;0
Cimarron (1931);0;0;0;0;0;0;0;0;0;0
Grand Hotel (1932);0;0;0;0;0;1;0;0;0;0
Cavalcade (1933);0;0;0;0;0;1;0;0;0;0
Mutiny on the Bounty (1935);0;1;0;0;0;0;0;0;0;0
Great Ziegfeld, The (1936);0;0;0;0;0;0;0;0;0;0
Life of ?mile Zola, The (1937);0;0;0;0;0;1;0;0;0;0
You Can't Take It With You (1938);0;0;0;1;0;0;0;0;0;0
How Green Was My Valley (1941);0;0;0;0;0;1;0;0;0;0
Mrs. Miniver (1942);0;0;0;0;0;1;0;0;0;0
Going My Way (1944);0;0;0;1;0;0;0;0;0;0
Lost Weekend, The (1945);0;0;0;0;0;1;0;0;0;0
Best Years of Our Lives, The (1946);0;0;0;0;0;1;0;0;0;0
Gentleman's Agreement (1947);0;0;0;0;0;1;0;0;0;0
Hamlet (1948);0;0;0;0;0;1;0;0;0;0
All the King's Men (1949);0;0;0;0;0;1;0;0;0;0
Greatest Show on Earth, The (1952);0;0;0;0;0;1;0;0;0;0
From Here to Eternity (1953);0;0;0;0;0;1;0;1;0;0
On the Waterfront (1954);0;0;0;0;1;1;0;0;0;0
Marty (1955);0;0;0;0;0;1;0;1;0;0
West Side Story (1961);0;0;0;0;0;0;0;1;0;0
Tom Jones (1963);0;0;0;1;0;0;0;0;0;0
Man for All Seasons, A (1966);0;0;0;0;0;1;0;0;0;0
In the Heat of the Night (1967);0;0;0;0;0;1;0;0;0;0
Oliver! (1968);0;0;0;0;0;0;0;0;0;0
Midnight Cowboy (1969);0;0;0;0;0;1;0;0;0;0
French Connection, The (1971);1;0;0;0;1;1;0;0;0;1
Rocky (1976);1;0;0;0;0;1;0;0;0;0
Kramer Vs. Kramer (1979);0;0;0;0;0;1;0;0;0;0
Ordinary People (1980);0;0;0;0;0;1;0;0;0;0
Chariots of Fire (1981);0;0;0;0;0;1;0;0;0;0
Terms of Endearment (1983);0;0;0;1;0;1;0;0;0;0
Out of Africa (1985);0;0;0;0;0;1;0;1;0;0
Last Emperor, The (1987);0;0;0;0;0;1;0;0;0;0
Rain Man (1988);0;0;0;0;0;1;0;0;0;0
Driving Miss Daisy (1989);0;0;0;0;0;1;0;0;0;0
Take the Money and Run (1969);0;0;0;1;0;0;0;0;0;0
Klute (1971);0;0;0;0;0;1;0;0;0;0
Repo Man (1984);0;0;0;1;0;0;0;0;1;0
Metropolitan (1990);0;0;0;1;0;0;0;0;0;0
Labyrinth (1986);0;1;1;0;0;0;0;0;0;0
Breakfast Club, The (1985);0;0;0;1;0;1;0;0;0;0
Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985);0;0;0;0;0;0;1;0;0;0
Nightmare on Elm Street 3: Dream Warriors, A (1987);0;0;0;0;0;0;1;0;0;0
Nightmare on Elm Street 4: The Dream Master, A (1988);0;0;0;0;0;0;1;0;0;0
Nightmare on Elm Street 5: The Dream Child, A (1989);0;0;0;0;0;0;1;0;0;0
Freddy's Dead: The Final Nightmare (1991);0;0;0;0;0;0;1;0;0;0
Friday the 13th (1980);0;0;0;0;0;0;1;0;0;0
Friday the 13th Part 2 (1981);0;0;0;0;0;0;1;0;0;0
Friday the 13th Part 3: 3D (1982);0;0;0;0;0;0;1;0;0;0
Friday the 13th: The Final Chapter (1984);0;0;0;0;0;0;1;0;0;0
Friday the 13th Part V: A New Beginning (1985);0;0;0;0;0;0;1;0;0;0
Friday the 13th Part VI: Jason Lives (1986);0;0;0;0;0;0;1;0;0;0
Friday the 13th Part VII: The New Blood (1988);0;0;0;0;0;0;1;0;0;0
Friday the 13th Part VIII: Jason Takes Manhattan (1989);0;0;0;0;0;0;1;0;0;0
Halloween (1978);0;0;0;0;0;0;1;0;0;0
Halloween II (1981);0;0;0;0;0;0;1;0;0;0
Halloween III: Season of the Witch (1983);0;0;0;0;0;0;1;0;0;0
Halloween 4: The Return of Michael Myers (1988);0;0;0;0;0;0;1;0;0;0
Halloween 5: The Revenge of Michael Myers (1989);0;0;0;0;0;0;1;0;0;0
Prom Night (1980);0;0;0;0;0;0;1;0;0;0
Hello Mary Lou: Prom Night II (1987);0;0;0;0;0;0;1;0;0;0
Prom Night III: The Last Kiss (1989);0;0;0;0;0;0;1;0;0;0
Prom Night IV: Deliver Us From Evil (1992);0;0;0;0;0;0;1;0;0;0
Child's Play (1988);0;0;0;0;0;0;1;0;0;0
Child's Play 2 (1990);0;0;0;0;0;0;1;0;0;0
Child's Play 3 (1992);0;0;0;0;0;0;1;0;0;0
Poltergeist (1982);0;0;0;0;0;0;1;0;0;1
Poltergeist II: The Other Side (1986);0;0;0;0;0;0;1;0;0;1
Poltergeist III (1988);0;0;0;0;0;0;1;0;0;1
Exorcist, The (1973);0;0;0;0;0;0;1;0;0;0
Exorcist II: The Heretic (1977);0;0;0;0;0;0;1;0;0;0
Exorcist III, The (1990);0;0;0;0;0;0;1;0;0;0
Lethal Weapon (1987);1;0;0;1;1;1;0;0;0;0
Lethal Weapon 2 (1989);1;0;0;1;1;1;0;0;0;0
Lethal Weapon 3 (1992);1;0;0;1;1;1;0;0;0;0
Gremlins (1984);0;0;0;1;0;0;1;0;0;0
Gremlins 2: The New Batch (1990);0;0;0;1;0;0;1;0;0;0
Goonies, The (1985);0;1;1;0;0;0;0;0;0;0
Mask of Zorro, The (1998);1;1;0;0;0;0;0;1;0;0
Polish Wedding (1998);0;0;0;1;0;0;0;0;0;0
This World, Then the Fireworks (1996);0;0;0;0;1;1;0;0;0;0
Soylent Green (1973);0;0;0;0;0;0;0;0;1;1
Metropolis (1926);0;0;0;0;0;0;0;0;1;0
Back to the Future Part II (1989);0;0;0;1;0;0;0;0;1;0
Back to the Future Part III (1990);0;0;0;1;0;0;0;0;1;0
Poseidon Adventure, The (1972);1;1;0;0;0;0;0;0;0;0
Freaky Friday (1977);0;0;1;1;0;0;0;0;0;0
Absent Minded Professor, The (1961);0;0;1;1;0;0;0;0;0;0
Apple Dumpling Gang Rides Again, The (1979);0;0;1;1;0;0;0;0;0;0
Babes in Toyland (1961);0;0;1;0;0;0;0;0;0;0
Bambi (1942);0;0;1;0;0;0;0;0;0;0
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954);1;0;0;0;0;1;0;0;0;0
Dangerous Liaisons (1988);0;0;0;0;0;1;0;1;0;0
Dune (1984);0;0;0;0;0;0;0;0;1;0
Last Temptation of Christ, The (1988);0;0;0;0;0;1;0;0;0;0
Godfather: Part III, The (1990);1;0;0;0;1;1;0;0;0;0
Rapture, The (1991);0;0;0;0;0;1;0;0;0;0
Lolita (1997);0;0;0;0;0;1;0;1;0;0
Disturbing Behavior (1998);0;0;0;0;0;0;1;0;0;1
Mafia! (1998);0;0;0;1;1;0;0;0;0;0
Saving Private Ryan (1998);1;0;0;0;0;1;0;0;0;0
Billy's Hollywood Screen Kiss (1997);0;0;0;1;0;0;0;1;0;0
East Palace West Palace (Dong gong xi gong) (1997);0;0;0;0;0;1;0;0;0;0
$1,000,000 Duck (1971);0;0;1;1;0;0;0;0;0;0
Barefoot Executive, The (1971);0;0;1;1;0;0;0;0;0;0
Black Cauldron, The (1985);0;0;1;0;0;0;0;0;0;0
Black Hole, The (1979);0;0;0;0;0;0;0;0;1;0
Blackbeard's Ghost (1968);0;0;1;1;0;0;0;0;0;0
Blank Check (1994);0;0;1;1;0;0;0;0;0;0
Candleshoe (1977);0;1;1;1;0;0;0;0;0;0
Cat from Outer Space, The (1978);0;0;1;1;0;0;0;0;1;0
Cheetah (1989);0;1;1;0;0;0;0;0;0;0
Computer Wore Tennis Shoes, The (1970);0;0;1;1;0;0;0;0;0;0
Condorman (1981);1;1;1;1;0;0;0;0;0;0
D2: The Mighty Ducks (1994);0;0;1;1;0;0;0;0;0;0
Darby O'Gill and the Little People (1959);0;1;1;0;0;0;0;0;0;0
Devil and Max Devlin, The (1981);0;0;0;1;0;0;0;0;0;0
Far Off Place, A (1993);0;1;1;0;0;1;0;1;0;0
Flight of the Navigator (1986);0;1;1;0;0;0;0;0;1;0
Gnome-Mobile, The (1967);0;0;1;0;0;0;0;0;0;0
Great Mouse Detective, The (1986);0;0;1;0;0;0;0;0;0;0
Happiest Millionaire, The (1967);0;0;0;1;0;0;0;0;0;0
Herbie Goes Bananas (1980);0;1;1;1;0;0;0;0;0;0
Herbie Goes to Monte Carlo (1977);0;1;1;1;0;0;0;0;0;0
Hocus Pocus (1993);0;0;1;1;0;0;0;0;0;0
Honey, I Blew Up the Kid (1992);0;0;1;1;0;0;0;0;1;0
Honey, I Shrunk the Kids (1989);0;1;1;1;0;0;0;0;1;0
Hot Lead and Cold Feet (1978);0;0;0;1;0;0;0;0;0;0
In Search of the Castaways (1962);0;1;1;0;0;0;0;0;0;0
Incredible Journey, The (1963);0;1;1;0;0;0;0;0;0;0
Negotiator, The (1998);1;0;0;0;0;0;0;0;0;1
Parent Trap, The (1998);0;0;1;0;0;1;0;0;0;0
BASEketball (1998);0;0;0;1;0;0;0;0;0;0
Full Tilt Boogie (1997);0;0;0;0;0;0;0;0;0;0
Governess, The (1998);0;0;0;0;0;1;0;1;0;0
Seventh Heaven (Le Septi?e ciel) (1997);0;0;0;0;0;1;0;1;0;0
Roger & Me (1989);0;0;0;1;0;0;0;0;0;0
Purple Rose of Cairo, The (1985);0;0;0;1;0;1;0;1;0;0
Out of the Past (1947);0;0;0;0;0;0;0;0;0;0
Doctor Zhivago (1965);0;0;0;0;0;1;0;1;0;0
Fanny and Alexander (1982);0;0;0;0;0;1;0;0;0;0
Trip to Bountiful, The (1985);0;0;0;0;0;1;0;0;0;0
Tender Mercies (1983);0;0;0;0;0;1;0;0;0;0
And the Band Played On (1993);0;0;0;0;0;1;0;0;0;0
'burbs, The (1989);0;0;0;1;0;0;0;0;0;0
Fandango (1985);0;0;0;1;0;0;0;0;0;0
Night Porter, The (Il Portiere di notte) (1974);0;0;0;0;0;1;0;0;0;0
Mephisto (1981);0;0;0;0;0;1;0;0;0;0
Blue Velvet (1986);0;0;0;0;0;1;0;0;0;0
Journey of Natty Gann, The (1985);0;1;1;0;0;0;0;0;0;0
Jungle Book, The (1967);0;0;1;1;0;0;0;0;0;0
Kidnapped (1960);0;0;1;0;0;1;0;0;0;0
Lady and the Tramp (1955);0;0;1;1;0;0;0;1;0;0
Little Mermaid, The (1989);0;0;1;1;0;0;0;1;0;0
Mighty Ducks, The (1992);0;0;1;1;0;0;0;0;0;0
Muppet Christmas Carol, The (1992);0;0;1;0;0;0;0;0;0;0
Newsies (1992);0;0;1;0;0;0;0;0;0;0
101 Dalmatians (1961);0;0;1;0;0;0;0;0;0;0
One Magic Christmas (1985);0;0;0;0;0;1;0;0;0;0
Peter Pan (1953);0;0;1;0;0;0;0;0;0;0
Popeye (1980);0;1;0;1;0;0;0;0;0;0
Rescuers Down Under, The (1990);0;0;1;0;0;0;0;0;0;0
Rescuers, The (1977);0;0;1;0;0;0;0;0;0;0
Return from Witch Mountain (1978);0;0;1;0;0;0;0;0;1;0
Return of Jafar, The (1993);0;0;1;0;0;0;0;0;0;0
Return to Oz (1985);0;1;1;0;0;0;0;0;1;0
Rocketeer, The (1991);1;1;0;0;0;0;0;0;1;0
Shaggy D.A., The (1976);0;0;1;1;0;0;0;0;0;0
Sleeping Beauty (1959);0;0;1;0;0;0;0;0;0;0
Something Wicked This Way Comes (1983);0;0;1;0;0;0;1;0;0;0
Son of Flubber (1963);0;0;1;1;0;0;0;0;0;0
Song of the South (1946);0;1;1;0;0;0;0;0;0;0
Splash (1984);0;0;0;1;0;0;0;1;0;0
Squanto: A Warrior's Tale (1994);0;1;0;0;0;1;0;0;0;0
Steamboat Willie (1940);0;0;1;1;0;0;0;0;0;0
Tall Tale (1994);0;1;1;0;0;0;0;0;0;0
Tex (1982);0;0;0;0;0;1;0;0;0;0
Tron (1982);1;1;0;0;0;0;0;0;1;0
Swing Kids (1993);0;0;0;0;0;1;0;0;0;0
Halloween: H20 (1998);0;0;0;0;0;0;1;0;0;1
L.A. Story (1991);0;0;0;1;0;0;0;1;0;0
Jerk, The (1979);0;0;0;1;0;0;0;0;0;0
Dead Men Don't Wear Plaid (1982);0;0;0;1;1;0;0;0;0;1
Man with Two Brains, The (1983);0;0;0;1;0;0;0;0;0;0
Grand Canyon (1991);0;0;0;0;1;1;0;0;0;0
Graveyard Shift (1990);0;0;0;0;0;0;1;0;0;1
Outsiders, The (1983);0;0;0;0;0;1;0;0;0;0
Indiana Jones and the Temple of Doom (1984);1;1;0;0;0;0;0;0;0;0
Lord of the Rings, The (1978);0;1;1;0;0;0;0;0;1;0
Nineteen Eighty-Four (1984);0;0;0;0;0;1;0;0;1;0
Dead Zone, The (1983);0;0;0;0;0;0;1;0;0;1
Maximum Overdrive (1986);0;0;0;0;0;0;1;0;0;0
Needful Things (1993);0;0;0;0;0;1;1;0;0;0
Cujo (1983);0;0;0;0;0;0;1;0;0;1
Children of the Corn (1984);0;0;0;0;0;0;1;0;0;1
All Dogs Go to Heaven (1989);0;0;1;0;0;0;0;0;0;0
Addams Family, The (1991);0;0;0;1;0;0;0;0;0;0
Ever After: A Cinderella Story (1998);0;0;0;0;0;1;0;1;0;0
Snake Eyes (1998);1;0;0;0;1;0;0;0;0;1
First Love, Last Rites (1997);0;0;0;0;0;1;0;1;0;0
Safe Men (1998);0;0;0;1;0;0;0;0;0;0
Saltmen of Tibet, The (1997);0;0;0;0;0;0;0;0;0;0
Atlantic City (1980);0;0;0;0;1;1;0;1;0;0
Autumn Sonata (H?tsonaten ) (1978);0;0;0;0;0;1;0;0;0;0
Who's Afraid of Virginia Woolf? (1966);0;0;0;0;0;1;0;0;0;0
Adventures in Babysitting (1987);0;1;0;1;0;0;0;0;0;0
Weird Science (1985);0;0;0;1;0;0;0;0;0;0
Doctor Dolittle (1967);0;1;0;0;0;0;0;0;0;0
Nutty Professor, The (1963);0;0;0;1;0;0;0;0;0;0
Charlotte's Web (1973);0;0;1;0;0;0;0;0;0;0
Watership Down (1978);0;0;1;0;0;1;0;0;0;0
Secret of NIMH, The (1982);0;0;1;0;0;0;0;0;0;0
Dark Crystal, The (1982);0;0;1;0;0;0;0;0;1;0
American Tail, An (1986);0;0;1;1;0;0;0;0;0;0
American Tail: Fievel Goes West, An (1991);0;0;1;1;0;0;0;0;0;0
Legend (1985);0;1;0;0;0;0;0;1;0;0
Sixteen Candles (1984);0;0;0;1;0;0;0;0;0;0
Pretty in Pink (1986);0;0;0;1;0;1;0;1;0;0
St. Elmo's Fire (1985);0;0;0;0;0;1;0;1;0;0
Clan of the Cave Bear, The (1986);0;0;0;0;0;1;0;0;0;0
House (1986);0;0;0;1;0;0;1;0;0;0
House II: The Second Story (1987);0;0;0;1;0;0;1;0;0;0
Gods Must Be Crazy, The (1980);0;0;0;1;0;0;0;0;0;0
Gods Must Be Crazy II, The (1989);0;0;0;1;0;0;0;0;0;0
Air Bud: Golden Receiver (1998);0;0;1;1;0;0;0;0;0;0
Avengers, The (1998);1;1;0;0;0;0;0;0;0;0
How Stella Got Her Groove Back (1998);0;0;0;0;0;1;0;1;0;0
Slums of Beverly Hills, The (1998);0;0;0;1;0;0;0;0;0;0
Best Man, The (Il Testimone dello sposo) (1997);0;0;0;1;0;1;0;0;0;0
Chambermaid on the Titanic, The (1998);0;0;0;0;0;0;0;1;0;0
Henry: Portrait of a Serial Killer, Part 2 (1996);0;0;0;0;1;0;1;0;0;0
Henry: Portrait of a Serial Killer (1990);0;0;0;0;1;0;1;0;0;0
Rosemary's Baby (1968);0;0;0;0;0;0;1;0;0;1
NeverEnding Story, The (1984);0;1;1;0;0;0;0;0;0;0
NeverEnding Story II: The Next Chapter, The (1990);0;1;1;0;0;0;0;0;0;0
Attack of the Killer Tomatoes! (1980);0;0;0;1;0;0;1;0;0;0
Surf Nazis Must Die (1987);0;0;0;0;0;1;0;0;0;0
Your Friends and Neighbors (1998);0;0;0;0;0;1;0;0;0;0
Return to Paradise (1998);0;0;0;0;0;1;0;1;0;0
Blade (1998);1;1;0;0;0;0;1;0;0;0
Dance with Me (1998);0;0;0;0;0;1;0;1;0;0
Dead Man on Campus (1998);0;0;0;1;0;0;0;0;0;0
Wrongfully Accused (1998);1;0;0;1;0;0;0;0;0;0
Next Stop, Wonderland (1998);0;0;0;1;0;1;0;1;0;0
Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998);0;0;0;1;0;0;0;0;0;0
Navigator: A Mediaeval Odyssey, The (1988);0;1;0;0;0;0;0;0;1;0
Beetlejuice (1988);0;0;0;1;0;0;0;0;0;0
Deja Vu (1997);0;0;0;0;0;1;0;1;0;0
Rope (1948);0;0;0;0;0;0;0;0;0;1
Family Plot (1976);0;0;0;1;0;0;0;0;0;1
Frenzy (1972);0;0;0;0;0;0;0;0;0;1
Topaz (1969);0;0;0;0;0;0;0;0;0;1
Torn Curtain (1966);0;0;0;0;0;0;0;0;0;1
Marnie (1964);0;0;0;0;0;0;0;0;0;1
Wrong Man, The (1956);0;0;0;0;0;1;0;0;0;1
Man Who Knew Too Much, The (1956);0;0;0;0;0;0;0;0;0;1
Trouble with Harry, The (1955);0;0;0;0;0;0;0;0;0;1
I Confess (1953);0;0;0;0;0;0;0;0;0;1
Strangers on a Train (1951);0;0;0;0;0;0;0;0;0;1
Stage Fright (1950);0;0;0;0;0;0;0;0;0;1
54 (1998);0;0;0;0;0;1;0;0;0;0
I Married A Strange Person (1997);0;0;0;0;0;0;0;0;0;0
Why Do Fools Fall In Love? (1998);0;0;0;0;0;1;0;0;0;0
Merry War, A (1997);0;0;0;1;0;0;0;0;0;0
See the Sea (Regarde la mer) (1997);0;0;0;0;0;1;0;0;0;0
Willow (1988);1;1;0;0;0;0;0;0;0;0
Untouchables, The (1987);1;0;0;0;1;1;0;0;0;0
Dirty Work (1998);0;0;0;1;0;0;0;0;0;0
Knock Off (1998);1;0;0;0;0;0;0;0;0;0
Firelight (1997);0;0;0;0;0;1;0;0;0;0
Modulations (1998);0;0;0;0;0;0;0;0;0;0
Phoenix (1998);0;0;0;0;1;1;0;0;0;0
Under Capricorn (1949);0;0;0;0;0;1;0;0;0;0
Paradine Case, The (1947);0;0;0;0;0;1;0;0;0;0
Lifeboat (1944);0;0;0;0;0;1;0;0;0;1
Shadow of a Doubt (1943);0;0;0;0;0;0;0;0;0;1
Saboteur (1942);0;0;0;0;0;0;0;0;0;1
Mr. & Mrs. Smith (1941);0;0;0;1;0;0;0;0;0;0
Suspicion (1941);0;0;0;0;0;0;0;0;0;1
Jamaica Inn (1939);0;0;0;0;0;1;0;0;0;0
Lady Vanishes, The (1938);0;0;0;1;0;0;0;1;0;1
Young and Innocent (1937);0;0;0;0;1;0;0;0;0;1
